date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:19:50	93504/93504	---M--	200	added ('OK')	application/x-font-woff	etag:%2216d40-66e31292-cff6f43d2551821a;;;%22	https://nupagamentos.online/orbi/loja/fonts/GellixSemiBold.otf	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/fonts/GellixSemiBold.otf	(from https://nupagamentos.online/orbi/loja/css/fonts.css)
13:19:51	12418/12418	---M--	200	added ('OK')	text/html	etag:%223082-66e31aa7-d4692990b2620dc6;;;%22	https://nupagamentos.online/orbi/loja/akAzul.html	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/akAzul.html	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:52	12279/12279	---M--	200	added ('OK')	text/html	etag:%222ff7-66e31b5a-16c925a5089b4002;;;%22	https://nupagamentos.online/orbi/loja/akVermelho.html	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/akVermelho.html	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:53	11884/11884	---M--	200	added ('OK')	text/html	etag:%222e6c-66e31be5-5aa6551768cf2806;;;%22	https://nupagamentos.online/orbi/loja/m4Azul.html	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/m4Azul.html	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:54	11801/11801	---M--	200	added ('OK')	text/html	etag:%222e19-66e31c88-e966cad3a1ad936c;;;%22	https://nupagamentos.online/orbi/loja/m4Vermelho.html	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/m4Vermelho.html	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:55	11881/11881	---M--	200	added ('OK')	text/html	etag:%222e69-66e31cfd-b748692418f2eeb5;;;%22	https://nupagamentos.online/orbi/loja/pistol.html	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/pistol.html	(from https://nupagamentos.online/orbi/loja/index-2.html)
13:19:55	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:49%20GMT	https://nupagamentos.online/orbi/loja/images/reviews/pistola/1.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/reviews/pistola/1.png	(from https://nupagamentos.online/orbi/loja/pistol.html)
13:19:55	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Sun,%2015%20Sep%202024%2016:19:49%20GMT	https://nupagamentos.online/orbi/loja/images/2pistol_4.png	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/images/2pistol_4.png	(from https://nupagamentos.online/orbi/loja/pistol.html)
13:19:56	10413/10413	---M--	200	added ('OK')	text/html	etag:%2228ad-66e31290-2e67ffc02b8395d3;;;%22	https://nupagamentos.online/orbi/loja/responda.html	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/responda.html	(from https://nupagamentos.online/orbi/loja/akAzul.html)
13:19:57	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-33d6290fb65674d4;gz%22	https://nupagamentos.online/orbi/loja/wa.me	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/wa.39.delayed	(from https://nupagamentos.online/orbi/loja/js/latest.js)
13:19:58	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-33d6290fb65674d4;gz%22	https://nupagamentos.online/orbi/loja/js/a	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/js/a	(from https://connect.facebook.net/en_US/fbevents.js)
13:19:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-33d6290fb65674d4;gz%22	https://nupagamentos.online/orbi/loja/js/POST	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/js/POST	(from https://connect.facebook.net/en_US/fbevents.js)
13:20:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-33d6290fb65674d4;gz%22	https://nupagamentos.online/orbi/loja/js/b.resolvedLink	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/js/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
13:20:01	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-33d6290fb65674d4;gz%22	https://nupagamentos.online/orbi/loja/js/schema.org/	/home/health-slim/websites/finalmente/nupagamentos.online/orbi/loja/js/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:20:01	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-63beabb4-33d6290fb65674d4;gz%22	https://nupagamentos.online/signals/iwl.js	/home/health-slim/websites/finalmente/nupagamentos.online/signals/iwl.3d.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
